"","uid","descrip_block1_neg","descrip_block1_pos","descrip_block2_neg","descrip_block2_pos","descrip_block3_neg","descrip_block3_pos","scenario1_neg_classifier1_myself_score","scenario1_neg_classifier1_other.people_score","scenario1_neg_classifier1_specific.situations_score","scenario1_neg_classifier1_in.general_score","scenario1_pos_classifier1_in.general_score","scenario1_pos_classifier1_myself_score","scenario1_pos_classifier1_other.people_score","scenario1_pos_classifier1_specific.situations_score","scenario2_neg_classifier1_specific.situations_score","scenario2_neg_classifier1_other.people_score","scenario2_neg_classifier1_in.general_score","scenario2_neg_classifier1_myself_score","scenario2_pos_classifier1_myself_score","scenario2_pos_classifier1_specific.situations_score","scenario2_pos_classifier1_in.general_score","scenario2_pos_classifier1_other.people_score","scenario3_neg_classifier1_specific.situations_score","scenario3_neg_classifier1_other.people_score","scenario3_neg_classifier1_myself_score","scenario3_neg_classifier1_in.general_score","scenario3_pos_classifier1_in.general_score","scenario3_pos_classifier1_myself_score","scenario3_pos_classifier1_other.people_score","scenario3_pos_classifier1_specific.situations_score"
"134","subCALEARN_134","Not having the appropriate opportunity.","Being generally competent at all things.","External circumstances get in the way of success.","I am particularly competent and well liked.","Lack of opportunity and other people at fault.","I am outgoing and competent.",0.333782911300659,0.3080894947052,0.74654620885849,0.431331753730774,0.984365940093994,0.307490825653076,0.150700002908707,0.00430064415559173,0.791030764579773,0.69715803861618,0.194312870502472,0.00788987893611193,0.981250464916229,0.397153526544571,0.0131033770740032,0.0044731511734426,0.776527285575867,0.9976766705513,0.0022446233779192,0.484510809183121,0.391726285219193,0.984931588172913,0.0177071206271648,0.210119977593422
"135","subCALEARN_135","This person had a more positive outlook on themselves and didn't put them down too much. ","They were able to accept the good in themselves. ","Very self aware","Good at complimenting themselves","fair and reasonable","able to see the good in people ",0.0645932406187057,0.0344318076968193,0.152194038033485,0.420113146305084,0.160206407308578,0.439842909574509,0.00368535541929305,0.0990112274885178,0.519743084907532,0.00568821234628558,0.259080976247787,0.817141592502594,0.680932521820068,0.132293730974197,0.205512911081314,0.00233097607269883,0.387437880039215,0.253038048744202,0.1205033659935,0.793136835098267,0.427900940179825,0.13445357978344,0.775572776794434,0.117653049528599
"136","subCALEARN_136","animal","plant","Handmade","Natural","Humanmade, big","Natural, small",0.00228876061737537,0.00272660632617772,0.501210451126099,0.157277017831802,0.397161543369293,0.0100128995254636,0.038232084363699,0.440822333097458,0.790114343166351,0.0986373424530029,0.00458989897742867,0.635047018527985,0.207742840051651,0.0359081104397774,0.926508188247681,0.0107628265395761,0.153079673647881,0.809067606925964,0.225690424442291,0.690494537353516,0.717762053012848,0.143033057451248,0.0199780650436878,0.102859117090702
"137","subCALEARN_137","That everyone makes mistakes - AND, relating to events involving other people, that it's usually less personal than one might think.","That success is due to capabilities or good traits, not luck or because people want something from you.","It's not about me","People like me","As with the previous scenarios - nothing to do with me","I did something well or am likeable",0.0562446117401123,0.998776435852051,0.868926823139191,0.868247270584106,0.501865684986115,0.139269545674324,0.312823683023453,0.214164435863495,0.518606662750244,0.996850192546844,0.977915465831757,0.0183048583567142,0.903816223144531,0.380998462438583,0.610984981060028,0.787818431854248,0.0876665785908699,0.980223774909973,0.00646778242662549,0.968152821063995,0.340507745742798,0.891880095005035,0.0159585829824209,0.470240652561188
"138","subCALEARN_138","Large animals","fruit and vegetables or smaller animals","human made objects","natural non-human made objects","Large human made objects","smaller and natural non-human made objects",0.00076992460526526,0.000152899723616429,0.508693993091583,0.251983046531677,0.181490749120712,0.00139749434310943,0.000491766899358481,0.982449114322662,0.331923604011536,0.962275326251984,0.188427329063416,0.106774546205997,0.000153449611389078,0.146929308772087,0.488318234682083,0.000899327627848834,0.20685188472271,0.92842173576355,0.0349738039076328,0.243457436561584,0.282689839601517,0.00015186207019724,0.000749427359551191,0.208673909306526
"139","subCALEARN_139","Mammals I think","Produce, like fruit and veg","Man made","Natural","man made again","natural items",0.00124141073320061,0.00148692564107478,0.276705145835876,0.125850453972816,0.0335385054349899,0.0272118952125311,0.000438827759353444,0.0944872945547104,0.474978595972061,0.0381555408239365,0.529350876808167,0.589397668838501,0.207742840051651,0.0359081104397774,0.926508188247681,0.0107628265395761,0.41918009519577,0.0401098318397999,0.413560301065445,0.722461104393005,0.407725363969803,0.0145619763061404,0.000432757253292948,0.0495458580553532
"140","subCALEARN_140","Animals ","Food, Fruit etc","Man made things","Nature e.g fruit","Man made stuff","Nature / food",0.00019194906053599,0.000123567253467627,0.243123173713684,0.0471768267452717,0.439694970846176,0.0228394437581301,0.000694626767653972,0.70144134759903,0.3922298848629,0.130159974098206,0.536461532115936,0.153236702084541,0.000219531924813055,0.0850566178560257,0.079667828977108,7.73991778260097e-05,0.412631511688232,0.373472839593887,0.0731399431824684,0.678492665290833,0.0269742235541344,0.000627172645181417,5.60459920961875e-05,0.277038484811783
"141","subCALEARN_141","Because I didn't make my plans well","A lot of people love me","Sometimes I get tired of puzzles after sometime","True, some people tend to get things done when they mean to.","I feel the impressions were right","They are true because most people are positive about themselves",0.856731414794922,0.0195425786077976,0.565130054950714,0.131543636322021,0.504498422145844,0.927488088607788,0.961014211177826,0.343435347080231,0.122406132519245,0.0225718524307013,0.202077999711037,0.322487086057663,0.0942706093192101,0.315750628709793,0.201593041419983,0.760471880435944,0.0312851406633854,0.160962462425232,0.0749071687459946,0.439861536026001,0.674693167209625,0.0739104226231575,0.205251708626747,0.0697578117251396
"142","subCALEARN_142","mammals animals with 4 legs?","fruit or other non mammal ","man made objects","natural objects ","manmade objects ","natural objects",0.00183167227078229,0.000228425851673819,0.0790261179208755,0.11406248062849,0.29850959777832,0.00424987776204944,0.00197003409266472,0.31779733300209,0.410627633333206,0.311087518930435,0.463984727859497,0.242322951555252,0.00182435102760792,0.0384773276746273,0.407192766666412,0.000189847371075302,0.129958212375641,0.000292538985377178,0.000821572495624423,0.429187536239624,0.438267290592194,0.00184414477553219,0.000263601657934487,0.0421911403536797
"143","subCALEARN_143","I agree with the correct reasons ","I could relate to many of these ","I agree with all of the correct  reason as I can imagine them happing ","i can visualise and agree","I AGREE WITH THE scenario ","I can relate and agree with the scenarios",0.327496647834778,0.0884862467646599,0.258245021104813,0.430754035711288,0.719020903110504,0.311717867851257,0.132084518671036,0.0521509014070034,0.177967816591263,0.0912609100341797,0.316135674715042,0.122724525630474,0.357256799936295,0.0948328450322151,0.385733634233475,0.0912564843893051,0.200013235211372,0.0646422430872917,0.453612476587296,0.414308488368988,0.486166089773178,0.328915536403656,0.0473732985556126,0.303603857755661
"144","subCALEARN_144","Positive thinking and not blaming yourself for those events","Accepting that positive things can happen because of who you are","External events out your control can have negative consequences","Concentrating on my positive traits and understanding they have an influence on events","Trying not to focus on the negative reasons and find a more realistic reason for an event to happen","When something positive happens its ok to think it was because of yourself",0.397863477468491,0.0399805270135403,0.885368406772614,0.645775377750397,0.305864632129669,0.445791184902191,0.0206649228930473,0.0658804848790169,0.59660392999649,0.559000134468079,0.458882421255112,0.00463851541280746,0.875694572925568,0.092502161860466,0.113750509917736,0.0114563349634409,0.358962833881378,0.116188228130341,0.195284336805344,0.391215294599533,0.260100066661835,0.784524023532867,0.000132447996293195,0.234517171978951
"145","subCALEARN_145","Issues which were out of my control - eg someone else having a bad day.","Issues which were in my control - eg actively choosing to do something.","Negative events were the fault of circumstances, not your else.","Positive events seem to be through circumstance rather than anything you have done.","These were always the fault of circumstance or the other person, nothing I had done","I was the active driver in these events - it was something I had done that had caused them",0.00132904434576631,0.961550772190094,0.988528668880463,0.124938815832138,0.0281278174370527,0.687442064285278,0.000299684033961967,0.994151592254639,0.972335517406464,0.38811194896698,0.58121794462204,0.0240836460143328,0.0231908708810806,0.987250566482544,0.446486175060272,0.635759472846985,0.966448366641998,0.973060846328735,0.00137570034712553,0.694779336452484,0.290110975503922,0.996909499168396,0.000917956058401614,0.981833636760712
"146","subCALEARN_146","fruits","animals","ManMade","Natural","Manmade","Natural",0.014245699159801,0.00162593927234411,0.225932568311691,0.0203660354018211,0.123333349823952,0.000154618814121932,0.00028302485588938,0.252195060253143,0.615036964416504,0.0589058436453342,0.201507106423378,0.31581437587738,0.207742840051651,0.0359081104397774,0.926508188247681,0.0107628265395761,0.20972315967083,0.0262453742325306,0.0270487628877163,0.789882063865662,0.926508188247681,0.207742840051651,0.0107628265395761,0.0359081104397774
"147","subCALEARN_147","So that the person can still have a positive attitude towards what happened.","It is because it is good to have and take on compliments when doing well and also good to remember that compliments should always be taken.","It is to try not to blame yourself or feel bad.","To keep your self esteem high and appreciate your achievements.","Re framing different events to get a positive out of them.","Knowing that I am good at what I do and I do it well.",0.121734201908112,0.232565328478813,0.611302495002747,0.413244128227234,0.714261770248413,0.285391628742218,0.244996309280396,0.265087813138962,0.390703976154327,0.022600470110774,0.868306934833527,0.305529206991196,0.383965879678726,0.180992916226387,0.408193111419678,0.0462360121309757,0.965266644954681,0.233505606651306,0.159694328904152,0.154468923807144,0.280576586723328,0.934494137763977,0.0499448776245117,0.286108642816544
"148","subCALEARN_148","Seems all positive answers where the correct calls to make, not what i thought.","All positives where there just to make me feel better","All positive towards the person","TO make the person feel better in them selves ","Self negativity","Positive outlook",0.319498419761658,0.231542646884918,0.387077182531357,0.450541585683823,0.32669472694397,0.191671758890152,0.142398700118065,0.149533346295357,0.0739914178848267,0.07572291046381,0.513322591781616,0.102944456040859,0.215469777584076,0.223766162991524,0.263558447360992,0.0105401696637273,0.275505036115646,0.000779949768912047,0.987923145294189,0.103043131530285,0.6939537525177,0.2524533867836,0.360489726066589,0.0889248996973038
"149","subCALEARN_149","Negative events happen as a result of fault from my own end","Positive events during the scenario all occur due to my personal nature and how people see me","Negative events based on the scenario are caused by misconceptions","Positive events are caused due to personal behaviour","Negative event happen due to misunderstanding and misrepresentation","Positive events happen due to personal opinion",0.975152730941772,0.00101416185498238,0.91984486579895,0.384794741868973,0.0434905923902988,0.893601596355438,0.0181482918560505,0.904265880584717,0.713105797767639,0.0482228435575962,0.171158403158188,0.0076735089533031,0.468031138181686,0.484772652387619,0.0233343951404095,0.0152555871754885,0.63772714138031,0.490104019641876,0.0911961272358894,0.669257521629333,0.00623409124091268,0.613155126571655,0.00212496682070196,0.0900440216064453
"150","subCALEARN_150","I believe the person relies on others more for validation","The positive events definitely boost my morale","Others opinion are not within my control","I believe that he is happy and pushes himself to get things done","he was able to rationalize the feelings","I trust in my abilities ",0.00119083607569337,0.984670102596283,0.45309317111969,0.523321747779846,0.476880818605423,0.197185158729553,0.388686656951904,0.860518336296082,0.538687109947205,0.981475532054901,0.280251353979111,0.00495197437703609,0.00566616328433156,0.263185620307922,0.28956601023674,0.0512372106313705,0.543154776096344,0.155867397785187,0.107493281364441,0.461000263690948,0.315973222255707,0.915367841720581,0.00838807504624128,0.238842964172363
"151","subCALEARN_151","The person in this scenario was in a good and positive mood. They didn't really have any negative events","This person had lots of positive events, was in a good mood","The person in this scenario was also in a postive mood so didn't feel negative.","The person in the scenario was in a very positive mood and managed to think positively about the events because of who they were rather than generally","This person always had a positive response and didn't blame themselves","The person always made sure they took credit",0.294558167457581,0.042239785194397,0.710842132568359,0.694664239883423,0.682278752326965,0.0975816994905472,0.0170960947871208,0.584152519702911,0.771183967590332,0.0708433017134666,0.145046636462212,0.156384006142616,0.0915684700012207,0.454839646816254,0.0138650964945555,0.0132076181471348,0.469013899564743,0.00855259783565998,0.0398248434066772,0.645090878009796,0.315508395433426,0.0598006770014763,0.0029156100936234,0.435204327106476
"152","subCALEARN_152","A positive way of thinking","I clicked on what I thought was the right kind of explanation for that scenario.","The most positive way of thinking.","The most positive way of thinking.","The most positive way of thinking.","The most positive way of thinking.",0.0722408294677734,0.0938770473003387,0.061535831540823,0.478739500045776,0.137145936489105,0.128810971975327,0.159911468625069,0.871489346027374,0.100818365812302,0.110945679247379,0.48047724366188,0.0792520642280579,0.0792520642280579,0.100818365812302,0.48047724366188,0.110945679247379,0.100818365812302,0.110945679247379,0.0792520642280579,0.48047724366188,0.48047724366188,0.0792520642280579,0.110945679247379,0.100818365812302
"153","subCALEARN_153","Not trying their best","Positive person with a positive view of themselves","It's always somebody or something else's fault","A very capable person who is good at everything","There are misunderstandings in life","All good things were down to the person",0.122380398213863,0.692986071109772,0.295361131429672,0.814007818698883,0.43860712647438,0.817629098892212,0.036340519785881,0.0737708210945129,0.339403927326202,0.949129164218903,0.724965155124664,0.000658828299492598,0.360596388578415,0.0159001722931862,0.350882858037949,0.0211085844784975,0.191941156983376,0.788670361042023,0.126118183135986,0.866117537021637,0.0122496262192726,0.147763952612877,0.00421091634780169,0.329182237386703
"154","subCALEARN_154","Possibly the larger of the 2 items shown?","Organic produce, such as flowers, food and plants.","Human made Products","natural products","Man-made and larger than a shoebox","Natural and smaller than a shoebox",0.00310123711824417,0.153606295585632,0.554304838180542,0.0146449459716678,0.336735934019089,0.0227926801890135,0.00464994739741087,0.162134334445,0.21560563147068,0.970267236232758,0.0880254656076431,0.341772317886353,0.0296043120324612,0.193777173757553,0.244926899671555,0.0130351968109608,0.111950106918812,0.00645105401054025,0.0223521068692207,0.287138402462006,0.70835930109024,0.122385784983635,0.000942633545491844,0.0250169951468706
"155","subCALEARN_155","realistic","in the moment or transient","self","others","others","me (I'm)",0.0578225292265415,0.115268364548683,0.250211328268051,0.618884742259979,0.0682980865240097,0.18775837123394,0.146015807986259,0.755699157714844,0.628418624401093,0.00112667155917734,0.0291456766426563,0.996623039245605,0.000601972860749811,0.676132142543793,0.854044735431671,0.998214542865753,0.676132142543793,0.998214542865753,0.000601972860749811,0.854044735431671,0.0362369902431965,0.998109340667725,0.00186281220521778,0.247450962662697
"156","subCALEARN_156","The general mood of the person is positive and they can tie the events and outcomes to a particular event rather than not feeling ""good enough"".","The general mood of the person is positive and the beneficial events and outcomes are tied to them feeling happy, in control and a good, efficient person.","The person takes a ""c'est a vie"" attitude without putting it down to a flaw in their personality.","The person is optimistic, confident, in control and has a positive opinion of themselves.","Reasons of circumstance led to them, rather than any character flaws.","A strong, confident character and a high opinion of oneself.",0.344773322343826,0.0645911619067192,0.275878041982651,0.779180347919464,0.987766981124878,0.483434617519379,0.0341030173003674,0.00209020008333027,0.112571977078915,0.116499185562134,0.550585806369781,0.146339252591133,0.506534695625305,0.139081403613091,0.53766393661499,0.00344569282606244,0.994832098484039,0.581173419952393,0.0177758373320103,0.66577136516571,0.458540469408035,0.582085788249969,0.00666006188839674,0.128612861037254
"157","subCALEARN_157","You can't be perfect all the time","I am usually reliable.","There are always meant to be challenges in life.","An unexpected success","A disappointing setback","A joyous celebration",0.129016369581223,0.121478229761124,0.735713601112366,0.633263409137726,0.556677043437958,0.962527215480804,0.00161571521311998,0.125615149736404,0.736632347106934,0.18709097802639,0.70847487449646,0.156364530324936,0.0910782068967819,0.49427604675293,0.187499046325684,0.152720957994461,0.755957126617432,0.15502718091011,0.163044154644012,0.611571192741394,0.515030562877655,0.11081899702549,0.496681421995163,0.0967013835906982
"158","subCALEARN_158","Big objects","Small objects","Man Made","Natural","Human-made and larger ","Natural and small",0.00196697772480547,0.00114148657303303,0.345876127481461,0.476660639047623,0.190361529588699,0.00722429389134049,0.00106846762355417,0.404197365045547,0.491425484418869,0.0171650033444166,0.333482682704926,0.250479876995087,0.207742840051651,0.0359081104397774,0.926508188247681,0.0107628265395761,0.357506543397903,0.971421897411346,0.290711581707001,0.35070326924324,0.371672391891479,0.145008742809296,0.0185355357825756,0.558849275112152
"159","subCALEARN_159","I think many of the correct reasons seem like excuses as opposed to reality. ","The correct reasons where not my personal general impressions - but made me realise, sometimes I am too harsh on myself. ","Sometimes the correct reasons sound like excuses. ","Confident ","Optimistic ","Confident ",0.0966635793447495,0.157758608460426,0.133694410324097,0.54418420791626,0.510879635810852,0.411424547433853,0.00942568760365248,0.947250008583069,0.0722639188170433,0.127665385603905,0.512060880661011,0.0491120591759682,0.663743495941162,0.307648241519928,0.661886096000671,0.361114591360092,0.116825297474861,0.273107826709747,0.25572282075882,0.723848223686218,0.661886096000671,0.663743495941162,0.361114591360092,0.307648241519928
"160","subCALEARN_160","only happened for a specific reason","positive about themselves","generalised them","made them personal","Not in control of them","in control of them",0.0943470522761345,0.0800764188170433,0.992974519729614,0.000691962486598641,0.376795947551727,0.718839049339294,0.0528356023132801,0.148509696125984,0.00371769373305142,0.887275397777557,0.990854501724243,0.00808759965002537,0.858022332191467,0.992038071155548,0.00122440874110907,0.0166153013706207,0.86194258928299,0.966571390628815,0.322053372859955,0.35209059715271,0.140275657176971,0.719430029392242,0.481813043355942,0.636842787265778
"161","subCALEARN_161","more general blame","more self-centred / confident in theirself","blame it on outside factors","take responsibility","caused by others/general things","caused by specific events/themselves",0.0219404343515635,0.956607341766357,0.00553233968093991,0.995093464851379,0.343965440988541,0.503446578979492,0.0157841071486473,0.145556420087814,0.0257545057684183,0.995514690876007,0.434501141309738,0.000528861011844128,0.64365166425705,0.486237943172455,0.671219527721405,0.776550352573395,0.0041233510710299,0.987695276737213,0.000784678908530623,0.983843386173248,0.000958944670855999,0.348671823740005,0.165763825178146,0.992506384849548
"162","subCALEARN_162","Animals","Things that grow- fruit, veg, flowers","Man made objects","Natural things","Man made","Natural objects",0.000235934101510793,0.00021235691383481,0.370512843132019,0.0688452050089836,0.207806661725044,0.00144490436650813,0.000157953298185021,0.0265583470463753,0.458800792694092,0.422895282506943,0.471726894378662,0.0655214339494705,0.00307775428518653,0.0136484485119581,0.723634779453278,0.000115733077109326,0.474978595972061,0.0381555408239365,0.589397668838501,0.529350876808167,0.436794072389603,0.000982930418103933,7.67926903790794e-05,0.0161668807268143
"163","subCALEARN_163","things with legs","fruit and veg","man made and small","small, naturally occurring things","Big and human made","small and natural",0.00173604930751026,0.0289556626230478,0.44946825504303,0.120565041899681,0.105322919785976,0.0293110311031342,0.00393744325265288,0.68891167640686,0.749882102012634,0.054408885538578,0.240840509533882,0.638818740844727,0.00698197586461902,0.0143596082925797,0.561786770820618,0.000183210082468577,0.337036103010178,0.964700222015381,0.427633583545685,0.591885387897491,0.561164319515228,0.2939612865448,0.0521764941513538,0.100814141333103
"164","subCALEARN_164","They were animals and birds","Fruit, vegetables and insects","Man made","Natural","man made","natural",0.000134368252474815,0.000358288991264999,0.752228319644928,0.0185652766376734,0.147458329796791,0.00213074125349522,0.000389439548598602,0.817052662372589,0.474978595972061,0.0381555408239365,0.529350876808167,0.589397668838501,0.207742840051651,0.0359081104397774,0.926508188247681,0.0107628265395761,0.498280167579651,0.0244021341204643,0.929324805736542,0.574151635169983,0.839060544967651,0.294838756322861,0.195419296622276,0.253985732793808
